framework,version,device,op_name,kernel_source,mla_dtype,kv_cache_dtype,num_heads,batch_size,isl,tp_size,step,latency
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,4,1,32,32,0,0.014885333677132925
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,64,1,32,2,0,0.019194666296243668
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,128,1,32,1,0,0.020165332903464634
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,16,1,32,8,0,0.01939733326435089
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,32,1,32,4,0,0.021957332889238994
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,8,1,32,16,0,0.019258666783571243
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,4,1,32,32,0,0.019013332823912304
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,2,1,32,64,0,0.01870399961868922
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,1,1,32,128,0,0.018191999445358913
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,64,1,64,2,0,0.01791999985774358
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,128,1,64,1,0,0.018698666244745255
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,16,1,64,8,0,0.016330666840076447
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,32,1,64,4,0,0.01703466723362605
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,8,1,64,16,0,0.01632533346613248
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,4,1,64,32,0,0.01618133361140887
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,2,1,64,64,0,0.016197333733240765
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,1,1,64,128,0,0.01581866666674614
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,64,1,64,2,0,0.021722666919231415
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,128,1,64,1,0,0.023130667706330616
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,32,1,64,4,0,0.021359999974568684
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,16,1,64,8,0,0.021194666624069214
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,8,1,64,16,0,0.01989866668979327
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,4,1,64,32,0,0.019685332973798115
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,1,1,64,128,0,0.020362666497627895
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,2,1,64,64,0,0.020074666788180668
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,128,1,128,1,0,0.021669333179791767
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,64,1,128,2,0,0.019386666516462963
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,16,1,128,8,0,0.017818666994571686
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,32,1,128,4,0,0.017802666872739792
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,8,1,128,16,0,0.017456000049908955
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,2,1,128,64,0,0.01682666689157486
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,4,1,128,32,0,0.017759999881188076
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,1,1,128,128,0,0.017045332739750545
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,128,1,128,1,0,0.9609173138936361
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,64,1,128,2,0,0.023018665611743927
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,16,1,128,8,0,0.021295999487241108
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,32,1,128,4,0,0.021573332448800404
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,8,1,128,16,0,0.021114667256673176
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,2,1,128,64,0,0.020469332734743755
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,4,1,128,32,0,0.020869334538777668
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,1,1,128,128,0,0.019978666057189304
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,128,1,256,1,0,0.03275199979543686
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,64,1,256,2,0,0.024058667321999867
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,32,1,256,4,0,0.02063999945918719
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,16,1,256,8,0,0.020479999482631683
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,8,1,256,16,0,0.01937599976857503
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,2,1,256,64,0,0.018543999642133713
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,4,1,256,32,0,0.01871466636657715
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,1,1,256,128,0,0.018042666216691334
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,128,1,256,1,0,0.04612799982229868
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,64,1,256,2,0,0.026421333352724712
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,16,1,256,8,0,0.023434666295846302
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,32,1,256,4,0,0.023962666591008503
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,8,1,256,16,0,0.02382933348417282
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,4,1,256,32,0,0.0233599990606308
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,2,1,256,64,0,0.0229120006163915
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,1,1,256,128,0,0.022085333863894146
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,128,1,512,1,0,0.05912533402442932
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,64,1,512,2,0,0.040063999593257904
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,16,1,512,8,0,0.02481066683928172
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,32,1,512,4,0,0.026346666117509205
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,8,1,512,16,0,0.023962666591008503
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,4,1,512,32,0,0.02293333411216736
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,2,1,512,64,0,0.022437334060668945
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,128,1,512,1,0,0.08366400003433228
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,1,1,512,128,0,0.022426667312781017
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,64,1,512,2,0,0.05287466446558634
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,16,1,512,8,0,0.02794133375088374
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,8,1,512,16,0,0.027445333699385326
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,32,1,512,4,0,0.031583999594052635
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,4,1,512,32,0,0.027477333943049114
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,2,1,512,64,0,0.026399999856948853
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,1,1,512,128,0,0.02658133457104365
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,128,1,1024,1,0,0.13481600085894266
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,64,1,1024,2,0,0.07982400059700012
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,32,1,1024,4,0,0.05434666574001312
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,4,1,1024,32,0,0.03186666717131933
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,16,1,1024,8,0,0.03379199902216593
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,8,1,1024,16,0,0.032272001107533775
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,1,1,1024,128,0,0.030645333230495453
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,2,1,1024,64,0,0.03033600002527237
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,128,1,1024,1,0,0.17178666591644287
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,64,1,1024,2,0,0.10102933645248413
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,32,1,1024,4,0,0.06486399968465169
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,16,1,1024,8,0,0.03754133234421412
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,8,1,1024,16,0,0.034586665530999504
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,4,1,1024,32,0,0.034448000291983284
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,2,1,1024,64,0,0.033770665526390076
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,1,1,1024,128,0,0.03297066688537598
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,128,1,1536,1,0,0.2406239906946818
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,64,1,1536,2,0,0.13593600193659464
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,32,1,1536,4,0,0.08271466692288716
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,16,1,1536,8,0,0.056287998954455055
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,4,1,1536,32,0,0.040378667414188385
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,8,1,1536,16,0,0.04098133246103922
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,2,1,1536,64,0,0.038560000558694206
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,1,1,1536,128,0,0.03886933376391729
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,128,1,1536,1,0,0.28170667092005414
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,64,1,1536,2,0,0.15844266613324484
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,32,1,1536,4,0,0.09912533561388652
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,16,1,1536,8,0,0.06181333462397257
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,4,1,1536,32,0,0.04205333193143209
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,2,1,1536,64,0,0.04048000027736028
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,8,1,1536,16,0,0.042730664213498436
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,1,1,1536,128,0,0.04144533226887385
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,128,1,2048,1,0,0.3731679916381836
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,64,1,2048,2,0,0.20684800545374551
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,32,1,2048,4,0,0.1225493351618449
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,16,1,2048,8,0,0.07868800063927968
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,8,1,2048,16,0,0.049679999550183616
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,1,1,2048,128,0,0.04740266501903534
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,4,1,2048,32,0,0.048207998275756836
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,2,1,2048,64,0,0.04700266818205515
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,64,1,2048,2,0,0.2305333415667216
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,128,1,2048,1,0,0.42044798533121747
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,32,1,2048,4,0,0.13339199622472128
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,16,1,2048,8,0,0.08555733164151509
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,1,1,2048,128,0,0.048063998421033226
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,2,1,2048,64,0,0.04818133513132731
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,4,1,2048,32,0,0.048751999934514366
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,8,1,2048,16,0,0.05189866820971171
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,128,1,3072,1,0,0.7411466439565023
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,64,1,3072,2,0,0.3927573362986247
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,16,1,3072,8,0,0.13321066896120706
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,32,1,3072,4,0,0.22114666302998862
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,8,1,3072,16,0,0.08809066812197368
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,2,1,3072,64,0,0.06357333560784657
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,1,1,3072,128,0,0.06280000011126201
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,4,1,3072,32,0,0.06453866759936015
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,64,1,3072,2,0,0.40622401237487793
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,128,1,3072,1,0,0.765168031056722
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,16,1,3072,8,0,0.13910399874051413
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,32,1,3072,4,0,0.23174399137496948
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,4,1,3072,32,0,0.06458666423956554
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,8,1,3072,16,0,0.08973866701126099
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,2,1,3072,64,0,0.062234664956728615
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,1,1,3072,128,0,0.06196266909440359
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,64,1,4096,2,0,0.6428426504135132
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,128,1,4096,1,0,1.2258133093516033
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,16,1,4096,8,0,0.20617600282033285
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,32,1,4096,4,0,0.3620906670888265
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,8,1,4096,16,0,0.13402666648228964
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,4,1,4096,32,0,0.08155199885368347
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,2,1,4096,64,0,0.07930133243401845
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,1,1,4096,128,0,0.07832533121109009
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,128,1,4096,1,0,1.2114613056182861
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,64,1,4096,2,0,0.6356213490168253
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,16,1,4096,8,0,0.19991467396418253
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,32,1,4096,4,0,0.34910933176676434
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,4,1,4096,32,0,0.0804906686147054
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,8,1,4096,16,0,0.13075733184814453
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,1,1,4096,128,0,0.07427733143170674
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,2,1,4096,64,0,0.07566933333873749
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,128,1,6144,1,0,2.821205457051595
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,32,1,6144,4,0,0.6944800217946371
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,16,1,6144,8,0,0.39050134023030597
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,64,1,6144,2,0,1.3192799886067708
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,2,1,6144,64,0,0.11196266611417134
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,4,1,6144,32,0,0.156058669090271
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,8,1,6144,16,0,0.23534933725992838
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,1,1,6144,128,0,0.11070400476455688
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,16,1,6144,8,0,0.3683626651763916
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,32,1,6144,4,0,0.6535199880599976
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,128,1,6144,1,0,2.4065759976704917
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,64,1,6144,2,0,1.2341439723968506
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,8,1,6144,16,0,0.22509332497914633
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,1,1,6144,128,0,0.10070400436719258
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,4,1,6144,32,0,0.14644799629847208
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,2,1,6144,64,0,0.10410666465759277
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,16,1,8192,8,0,0.6308639844258627
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,64,1,8192,2,0,2.420805295308431
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,32,1,8192,4,0,1.178160031636556
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,8,1,8192,16,0,0.3667999903361003
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,4,1,8192,32,0,0.23820799589157104
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,128,1,8192,1,0,5.0188852945963545
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,2,1,8192,64,0,0.14894933501879373
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,1,1,8192,128,0,0.14327466487884521
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,4,1,8192,32,0,0.21913599967956543
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,2,1,8192,64,0,0.1388800044854482
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,16,1,8192,8,0,0.5833333333333334
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,32,1,8192,4,0,1.070799986521403
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,64,1,8192,2,0,2.028026739756266
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,8,1,8192,16,0,0.33956265449523926
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,128,1,8192,1,0,4.222319920857747
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,1,1,8192,128,0,0.1290880044301351
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,32,1,10240,4,0,1.7826186815897624
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,16,1,10240,8,0,0.9431680043538412
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,8,1,10240,16,0,0.5294186671574911
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,2,1,10240,64,0,0.21476266781489053
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,4,1,10240,32,0,0.3264213403065999
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,64,1,10240,2,0,3.8002452850341797
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,1,1,10240,128,0,0.1831573247909546
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,128,1,10240,1,0,7.601135889689128
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,4,1,10240,32,0,0.29893332719802856
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,16,1,10240,8,0,0.8418880303700765
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,2,1,10240,64,0,0.1984106699625651
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,64,1,10240,2,0,3.189493179321289
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,8,1,10240,16,0,0.47551465034484863
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,32,1,10240,4,0,1.5779040654500325
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,1,1,10240,128,0,0.15595733126004538
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,128,1,10240,1,0,6.40997314453125
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,1,1,12288,128,0,0.21081600586573282
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,2,1,12288,64,0,0.2789280017217
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,4,1,12288,32,0,0.4299253225326538
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,8,1,12288,16,0,0.7191413243611654
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,16,1,12288,8,0,1.3074133396148682
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,32,1,12288,4,0,2.4897333780924478
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,64,1,12288,2,0,5.477013270060222
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,float16,128,1,12288,1,0,10.654336293538412
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,8,1,12288,16,0,0.6437280178070068
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,4,1,12288,32,0,0.3877333402633667
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_context,default,float16,fp8,128,1,12288,1,0,9.048490524291992
