framework,version,device,op_name,kernel_source,bmm_dtype,num_tokens,num_heads,latency
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,48,16,0.004137599840760231
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,48,16,0.008489599823951722
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,48,8,0.005657599866390228
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,48,1,0.003974400088191032
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,48,8,0.007788799703121185
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,48,4,0.004224000126123428
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,48,4,0.007580800354480744
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,48,2,0.004412800073623657
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,48,2,0.006854400038719177
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,48,1,0.0067391999065876005
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,64,128,0.007612799853086471
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,64,64,0.005881600081920624
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,64,64,0.014192000031471252
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,64,32,0.004729599878191948
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,64,32,0.00981760025024414
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,64,16,0.004233599826693535
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,64,16,0.008470399677753449
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,64,8,0.004211200028657913
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,64,128,0.022096000611782074
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,64,8,0.007916799932718276
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,64,4,0.004412800073623657
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,64,4,0.007545600086450577
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,64,2,0.003891199827194214
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,64,2,0.0072672002017498015
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,64,1,0.003974400088191032
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,64,1,0.01125440001487732
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,80,128,0.008224000036716462
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,80,64,0.00615679994225502
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,80,32,0.005033599957823753
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,80,16,0.00469760000705719
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,80,8,0.004307200014591217
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,80,4,0.003961599990725517
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,80,2,0.004208000004291534
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,80,1,0.004700800031423568
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,80,128,0.024854399263858795
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,96,128,0.008745600283145905
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,96,128,0.025833600759506227
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,96,64,0.006431999802589417
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,80,64,0.015404799580574035
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,96,32,0.005100800096988678
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,80,16,0.008777599781751633
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,96,16,0.004560000076889992
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,80,8,0.00772159993648529
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,96,16,0.00974079966545105
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,96,8,0.004735999926924706
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,80,1,0.006934399902820587
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,96,4,0.0041600000113248825
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,96,2,0.004108799993991852
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,80,4,0.007491199672222138
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,96,64,0.015820799767971037
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,80,2,0.00703359991312027
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,96,1,0.004816000163555145
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,128,128,0.00992320030927658
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,128,64,0.007302399724721909
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,96,32,0.010543999820947647
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,128,32,0.005244800075888634
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,80,32,0.010742399841547012
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,128,32,0.011308799684047698
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,96,8,0.008009599894285202
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,128,16,0.005888000130653381
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,96,4,0.00769599974155426
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,128,8,0.004342399910092354
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,96,2,0.007116799801588058
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,128,4,0.004732799902558327
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,96,1,0.006911999732255936
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,128,2,0.004108799993991852
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,128,1,0.006015999987721443
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,128,128,0.028278398513793945
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,160,128,0.011840000003576278
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,128,64,0.016223999857902526
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,160,128,0.04087679982185364
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,160,64,0.007942400127649307
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,160,64,0.022595199942588805
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,128,16,0.00897279977798462
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,160,32,0.0056639999151229855
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,160,16,0.0046720001846551895
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,128,4,0.00785600021481514
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,128,2,0.007462400197982788
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,128,1,0.006956800073385239
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,160,8,0.0042975999414920805
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,160,4,0.004182400181889534
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,128,8,0.008454400300979614
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,160,2,0.00416640006005764
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,160,32,0.014368000626564025
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,160,1,0.004086399823427201
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,192,128,0.016233600676059723
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,192,128,0.044758400321006774
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,192,64,0.00814720019698143
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,192,32,0.006073600053787232
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,192,16,0.004915200173854828
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,160,16,0.009984000027179718
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,160,2,0.007440000027418137
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,192,8,0.0043136000633239744
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,192,4,0.004143999889492989
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,160,8,0.008499199897050858
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,192,2,0.003990399837493897
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,160,4,0.007788799703121185
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,192,2,0.008416000008583068
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,192,1,0.004131200164556504
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,192,1,0.007398399710655213
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,192,64,0.02351039946079254
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,160,1,0.00735040009021759
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,256,128,0.021929599344730377
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,192,32,0.015107199549674988
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,256,64,0.009433600306510925
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,256,32,0.006889600306749344
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,192,16,0.010038399696350097
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,256,32,0.017836800217628478
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,256,16,0.005270399898290634
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,256,16,0.011379200220108032
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,192,8,0.008662399649620057
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,256,8,0.00724480003118515
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,192,4,0.007766400277614593
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,256,4,0.004335999861359597
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,256,2,0.003945599868893623
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,256,1,0.004278400167822838
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,256,1,0.009254399687051773
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,320,128,0.024137599766254424
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,320,64,0.011875200271606445
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,256,128,0.048809599876403806
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,320,64,0.035497599840164186
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,320,32,0.007056000083684922
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,320,32,0.019920000433921815
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,256,64,0.02588160037994385
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,320,16,0.009737599641084671
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,320,8,0.004800000041723251
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,320,4,0.004208000004291534
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,320,2,0.0039680000394582745
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,256,8,0.008755200356245042
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,320,1,0.003961599990725517
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,256,4,0.0077632002532482145
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,384,128,0.027606400847434997
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,256,2,0.007552000135183335
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,384,128,0.06857280135154724
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,384,64,0.014419199526309967
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,384,32,0.008137600123882293
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,320,128,0.06692159771919251
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,384,32,0.02056639939546585
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,384,16,0.005907199904322624
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,384,8,0.0047520000487566
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,320,1,0.007235199958086014
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,384,4,0.004339199885725975
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,384,64,0.036406400799751285
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,320,16,0.012831999361515046
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,384,2,0.004006399959325791
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,320,4,0.007923199981451034
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,320,8,0.0086496002972126
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,384,16,0.01297599971294403
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,384,1,0.00416640006005764
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,320,2,0.007612799853086471
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,384,1,0.007491199672222138
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,512,128,0.03366400003433227
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,384,8,0.008633600175380706
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,512,64,0.018991999328136444
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,fp8,512,64,0.047091200947761536
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,512,32,0.009683199971914292
TRTLLM,1.2.0rc5,NVIDIA GH200,mla_gen_pre,default,float16,512,16,0.007014399766921997
