framework,version,device,op_name,kernel_source,batch_size,isl,num_heads,num_key_value_heads,head_dim,window_size,beam_width,attn_dtype,kv_cache_dtype,step,latency
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,3,0.007823999971151352
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,3,0.009114666531483332
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,7,0.007813333223263422
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,7,0.009008000294367472
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,15,0.007797333101431529
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,31,0.008016000191370646
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,31,0.009328000247478485
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,63,0.008693333094318708
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,63,0.00983466642598311
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,127,0.008767999708652496
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,127,0.011391999820868174
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,255,0.009045333291093508
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,15,0.009066666786869368
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,255,0.011546666423479715
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,511,0.016458666572968166
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,511,0.016496000190575916
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,1023,0.016447999825080235
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,1023,0.017269333203633625
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,2047,0.029882666965325672
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,2047,0.027589333554108936
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,4095,0.035418666899204254
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,4095,0.03481066723664602
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,8191,0.04797866443792979
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,8191,0.05348266661167145
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,fp8,16383,0.0795413355032603
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,1,1,64,64,64,0,1,float16,float16,16383,0.09690133730570476
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,float16,1,0.008010666817426682
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,fp8,1,0.009375999992092451
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,float16,3,0.0080960001796484
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,fp8,3,0.009365333244204521
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,float16,7,0.008133333176374435
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,fp8,7,0.009381333366036415
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,float16,15,0.008047999814152718
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,fp8,15,0.009402666861812273
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,fp8,31,0.016143999993801117
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,float16,31,0.016762666404247284
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,float16,63,0.009141333401203156
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,fp8,63,0.014560000350077948
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,float16,127,0.00921066664159298
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,fp8,127,0.017312000195185345
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,float16,255,0.01421333352724711
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,fp8,255,0.012266666938861212
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,fp8,511,0.011887999872366587
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,float16,511,0.01534933348496755
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,float16,1023,0.028927999238173168
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,fp8,1023,0.02622399975856145
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,float16,2047,0.031104000906149547
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,fp8,2047,0.03259200106064478
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,float16,4095,0.04678399860858917
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,float16,8191,0.0846026639143626
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,float16,16383,0.14587733149528503
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,64,1,64,64,64,0,1,float16,float16,1,0.04307200014591217
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,64,1,64,64,64,0,1,float16,fp8,1,0.044069334864616394
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,64,1,64,64,64,0,1,float16,fp8,3,0.043882668018341064
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,64,1,64,64,64,0,1,float16,float16,7,0.04494933287302653
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,64,1,64,64,64,0,1,float16,fp8,7,0.04590400060017904
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,64,1,64,64,64,0,1,float16,float16,31,0.05796800057093302
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,64,1,64,64,64,0,1,float16,fp8,31,0.059088001648585
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,64,1,64,64,64,0,1,float16,float16,63,0.059402664502461754
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,64,1,64,64,64,0,1,float16,fp8,63,0.05972266693909963
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,fp8,4095,0.04078399886687597
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,64,1,64,64,64,0,1,float16,float16,127,0.06563733518123627
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,fp8,16383,0.11353066563606262
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,2,1,64,64,64,0,1,float16,fp8,8191,0.064560001095136
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,64,1,64,64,64,0,1,float16,fp8,127,0.060693333546320595
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,64,1,64,64,64,0,1,float16,fp8,15,0.04724800089995066
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,64,1,64,64,64,0,1,float16,float16,3,0.04307200014591217
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,64,1,64,64,64,0,1,float16,float16,255,0.08075733482837677
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,64,1,64,64,64,0,1,float16,fp8,255,0.07951466739177704
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,64,1,64,64,64,0,1,float16,float16,15,0.046223998069763184
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,64,1,64,64,64,0,1,float16,float16,511,0.12423466642697652
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,64,1,64,64,64,0,1,float16,fp8,511,0.12099200487136841
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,64,1,64,64,64,0,1,float16,float16,1023,0.25882667303085327
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,64,1,64,64,64,0,1,float16,fp8,1023,0.20339733362197876
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,64,1,64,64,64,0,1,float16,float16,2047,0.5019199848175049
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,4,1,64,64,64,0,1,float16,float16,1,0.008639999975760778
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,64,1,64,64,64,0,1,float16,fp8,2047,0.39671464761098224
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,4,1,64,64,64,0,1,float16,fp8,1,0.008570666735370954
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,4,1,64,64,64,0,1,float16,float16,3,0.008570666735370954
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,4,1,64,64,64,0,1,float16,fp8,3,0.00843733362853527
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,4,1,64,64,64,0,1,float16,float16,7,0.008869333192706108
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,4,1,64,64,64,0,1,float16,fp8,7,0.008767999708652496
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,4,1,64,64,64,0,1,float16,float16,15,0.008885333314538002
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,4,1,64,64,64,0,1,float16,fp8,15,0.008816000074148178
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,4,1,64,64,64,0,1,float16,float16,31,0.009328000247478485
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,4,1,64,64,64,0,1,float16,fp8,31,0.009535999968647957
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,4,1,64,64,64,0,1,float16,float16,63,0.01099733387430509
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,4,1,64,64,64,0,1,float16,fp8,63,0.011258666714032492
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,4,1,64,64,64,0,1,float16,float16,127,0.01139733319481214
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,4,1,64,64,64,0,1,float16,fp8,127,0.011328000575304031
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,4,1,64,64,64,0,1,float16,float16,1023,0.01863466699918111
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,4,1,64,64,64,0,1,float16,float16,255,0.011418666690587997
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,4,1,64,64,64,0,1,float16,fp8,255,0.011173332730929056
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,4,1,64,64,64,0,1,float16,float16,511,0.013290667285521826
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,4,1,64,64,64,0,1,float16,float16,4095,0.07127999762694041
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,4,1,64,64,64,0,1,float16,fp8,511,0.012874666601419449
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,4,1,64,64,64,0,1,float16,fp8,1023,0.01915733392039935
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,4,1,64,64,64,0,1,float16,float16,8191,0.13159466783205667
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,4,1,64,64,64,0,1,float16,float16,2047,0.04037333279848099
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,4,1,64,64,64,0,1,float16,fp8,2047,0.029215998947620392
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,4,1,64,64,64,0,1,float16,fp8,4095,0.05672533313433329
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,4,1,64,64,64,0,1,float16,fp8,8191,0.10341866811116536
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,4,1,64,64,64,0,1,float16,float16,16383,0.2571786642074585
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,128,1,64,64,64,0,1,float16,float16,1,0.08063466846942902
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,4,1,64,64,64,0,1,float16,fp8,16383,0.19779199361801147
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,128,1,64,64,64,0,1,float16,fp8,1,0.0824533353249232
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,128,1,64,64,64,0,1,float16,float16,3,0.08080533146858215
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,128,1,64,64,64,0,1,float16,fp8,3,0.08243733147780101
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,128,1,64,64,64,0,1,float16,float16,7,0.08401067058245341
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,128,1,64,64,64,0,1,float16,fp8,7,0.0860640009244283
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,128,1,64,64,64,0,1,float16,float16,15,0.08691733082135518
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,128,1,64,64,64,0,1,float16,fp8,15,0.08872000376383464
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,128,1,64,64,64,0,1,float16,float16,31,0.11196800072987874
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,128,1,64,64,64,0,1,float16,fp8,31,0.11204800009727478
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,128,1,64,64,64,0,1,float16,float16,63,0.12016533811887105
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,128,1,64,64,64,0,1,float16,fp8,63,0.11493333180745442
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,128,1,64,64,64,0,1,float16,float16,127,0.12315733234087627
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,128,1,64,64,64,0,1,float16,fp8,127,0.12231466174125671
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,128,1,64,64,64,0,1,float16,float16,255,0.15345600247383118
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,128,1,64,64,64,0,1,float16,fp8,255,0.15019733707110086
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,128,1,64,64,64,0,1,float16,float16,511,0.23802665869394937
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,128,1,64,64,64,0,1,float16,fp8,511,0.23246934016545615
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,128,1,64,64,64,0,1,float16,float16,1023,0.4970719814300537
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,128,1,64,64,64,0,1,float16,fp8,1023,0.39266665776570636
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,256,1,64,64,64,0,1,float16,float16,1,0.1553439994653066
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,256,1,64,64,64,0,1,float16,fp8,1,0.1591253379980723
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,256,1,64,64,64,0,1,float16,float16,3,0.15568533539772034
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,256,1,64,64,64,0,1,float16,fp8,3,0.15938133001327515
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,256,1,64,64,64,0,1,float16,float16,7,0.16269333163897196
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,256,1,64,64,64,0,1,float16,fp8,7,0.16703999042510986
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,256,1,64,64,64,0,1,float16,float16,15,0.1787733236948649
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,256,1,64,64,64,0,1,float16,fp8,15,0.17256534099578857
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,256,1,64,64,64,0,1,float16,float16,31,0.2247999906539917
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,256,1,64,64,64,0,1,float16,float16,63,0.23253866036732992
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,256,1,64,64,64,0,1,float16,fp8,31,0.2232266664505005
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,256,1,64,64,64,0,1,float16,fp8,63,0.23448532819747925
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,256,1,64,64,64,0,1,float16,float16,127,0.23771733045578003
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,256,1,64,64,64,0,1,float16,fp8,127,0.23734933137893677
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,256,1,64,64,64,0,1,float16,float16,255,0.2964266737302144
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,256,1,64,64,64,0,1,float16,fp8,255,0.2924693425496419
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,512,1,64,64,64,0,1,float16,float16,1,0.3048693339029948
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,512,1,64,64,64,0,1,float16,fp8,1,0.3142506678899129
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,512,1,64,64,64,0,1,float16,float16,3,0.3102239966392517
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,512,1,64,64,64,0,1,float16,fp8,3,0.312879999478658
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,512,1,64,64,64,0,1,float16,float16,7,0.34275201956431073
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,512,1,64,64,64,0,1,float16,fp8,7,0.33155200878779095
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,512,1,64,64,64,0,1,float16,float16,15,0.36345601081848145
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,512,1,64,64,64,0,1,float16,fp8,15,0.3649173180262248
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,512,1,64,64,64,0,1,float16,float16,31,0.44203734397888184
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,512,1,64,64,64,0,1,float16,fp8,31,0.448794682820638
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,512,1,64,64,64,0,1,float16,float16,63,0.4577440023422241
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,512,1,64,64,64,0,1,float16,fp8,63,0.4614986578623454
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,512,1,64,64,64,0,1,float16,float16,127,0.4671146472295125
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,8,1,64,64,64,0,1,float16,float16,7,0.014378666877746582
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,8,1,64,64,64,0,1,float16,float16,1,0.014064000298579534
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,8,1,64,64,64,0,1,float16,float16,15,0.0144213338692983
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,8,1,64,64,64,0,1,float16,fp8,1,0.014010666559139887
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,512,1,64,64,64,0,1,float16,fp8,127,0.46712533632914227
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,8,1,64,64,64,0,1,float16,float16,3,0.01423466702302297
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,8,1,64,64,64,0,1,float16,fp8,3,0.01422400027513504
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,8,1,64,64,64,0,1,float16,fp8,7,0.014495999862750372
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,8,1,64,64,64,0,1,float16,fp8,15,0.014432000617186228
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,8,1,64,64,64,0,1,float16,float16,31,0.015562667200962702
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,8,1,64,64,64,0,1,float16,fp8,31,0.015557333827018738
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,8,1,64,64,64,0,1,float16,float16,63,0.018725333114465077
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,8,1,64,64,64,0,1,float16,fp8,63,0.01889066646496455
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,8,1,64,64,64,0,1,float16,float16,127,0.019002666076024372
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,8,1,64,64,64,0,1,float16,fp8,127,0.01907733331123988
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,8,1,64,64,64,0,1,float16,float16,255,0.019354666272799175
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,8,1,64,64,64,0,1,float16,fp8,255,0.019061333189407986
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,8,1,64,64,64,0,1,float16,float16,511,0.023311999936898548
TRTLLM,1.2.0rc5,NVIDIA GH200,generation_attention,torch_flow,8,1,64,64,64,0,1,float16,fp8,511,0.02248000105222066
